observation,data_marking,statistical_unit_eng,measure_type_eng,obs_type_value,unit_multiplier,unit_of_measure_eng,geographic_area,time_dim_item_id,time_type,statistical_population_id,Costs,SIC,Measure,Growth Period,SA / NSA
98.7,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,ILCH_K Financial & Insurance Activities,Count,Annual,Seasonally adjusted
97.3,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,ILCH_K Financial & Insurance Activities,Count,Annual,Seasonally adjusted
98.6,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_K Financial & Insurance Activities,Count,Annual,Seasonally adjusted
97,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour,ILCH_L Real Estate Activities,Count,Annual,Seasonally adjusted
97.4,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,ILCH_L Real Estate Activities,Count,Annual,Seasonally adjusted
95.6,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,ILCH_L Real Estate Activities,Count,Annual,Seasonally adjusted
96.8,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_L Real Estate Activities,Count,Annual,Seasonally adjusted
98.3,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour,"ILCH_M Professional, Scientific & Technical Activities",Count,Annual,Seasonally adjusted
98.4,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,"ILCH_M Professional, Scientific & Technical Activities",Count,Annual,Seasonally adjusted
98.6,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,"ILCH_M Professional, Scientific & Technical Activities",Count,Annual,Seasonally adjusted
98.5,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"ILCH_M Professional, Scientific & Technical Activities",Count,Annual,Seasonally adjusted
98.5,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour,ILCH_N Administrative and Support Service Activities,Count,Annual,Seasonally adjusted
98.5,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,ILCH_N Administrative and Support Service Activities,Count,Annual,Seasonally adjusted
98.8,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,ILCH_N Administrative and Support Service Activities,Count,Annual,Seasonally adjusted
98.7,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_N Administrative and Support Service Activities,Count,Annual,Seasonally adjusted
99.3,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour,ILCH_O Public Administration,Count,Annual,Seasonally adjusted
98.8,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,ILCH_O Public Administration,Count,Annual,Seasonally adjusted
102.3,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,ILCH_O Public Administration,Count,Annual,Seasonally adjusted
99.2,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_O Public Administration,Count,Annual,Seasonally adjusted
98.9,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour,ILCH_P Education,Count,Annual,Seasonally adjusted
98.8,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,ILCH_P Education,Count,Annual,Seasonally adjusted
98.4,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,ILCH_P Education,Count,Annual,Seasonally adjusted
98.7,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_P Education,Count,Annual,Seasonally adjusted
98.9,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour,ILCH_Q Health and Social Work,Count,Annual,Seasonally adjusted
98.8,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,ILCH_Q Health and Social Work,Count,Annual,Seasonally adjusted
96.2,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,ILCH_Q Health and Social Work,Count,Annual,Seasonally adjusted
98.7,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_Q Health and Social Work,Count,Annual,Seasonally adjusted
99,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour,"ILCH_R Arts, Entertainment and Recreation",Count,Annual,Seasonally adjusted
99.2,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,"ILCH_R Arts, Entertainment and Recreation",Count,Annual,Seasonally adjusted
97.2,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,"ILCH_R Arts, Entertainment and Recreation",Count,Annual,Seasonally adjusted
99,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"ILCH_R Arts, Entertainment and Recreation",Count,Annual,Seasonally adjusted
97.9,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour,ILCH_S Other Service Activities,Count,Annual,Seasonally adjusted
98.3,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Wage Costs per Hour,ILCH_S Other Service Activities,Count,Annual,Seasonally adjusted
94.3,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Other Costs per Hour,ILCH_S Other Service Activities,Count,Annual,Seasonally adjusted
97.9,,People,index,,1,Indices,UK,2000 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_S Other Service Activities,Count,Annual,Seasonally adjusted
100.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,"ILCH_A Agriculture, Forestry and Fishing",Count,Annual,Seasonally adjusted
101.1,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,"ILCH_A Agriculture, Forestry and Fishing",Count,Annual,Seasonally adjusted
104.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,"ILCH_A Agriculture, Forestry and Fishing",Count,Annual,Seasonally adjusted
101.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"ILCH_A Agriculture, Forestry and Fishing",Count,Annual,Seasonally adjusted
100.4,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_B Mining and Quarrying,Count,Annual,Seasonally adjusted
101.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_B Mining and Quarrying,Count,Annual,Seasonally adjusted
92.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_B Mining and Quarrying,Count,Annual,Seasonally adjusted
98.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_B Mining and Quarrying,Count,Annual,Seasonally adjusted
102.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco ",Count,Annual,Seasonally adjusted
103.1,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco ",Count,Annual,Seasonally adjusted
101.4,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco ",Count,Annual,Seasonally adjusted
101.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco ",Count,Annual,Seasonally adjusted
100.1,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing",Count,Annual,Seasonally adjusted
98.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing",Count,Annual,Seasonally adjusted
99.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing",Count,Annual,Seasonally adjusted
98.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing",Count,Annual,Seasonally adjusted
102.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres,Count,Annual,Seasonally adjusted
103.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres,Count,Annual,Seasonally adjusted
103.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres,Count,Annual,Seasonally adjusted
102,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres,Count,Annual,Seasonally adjusted
100.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_C4 Manufacturing - Basic Metals and Metal Products,Count,Annual,Seasonally adjusted
100.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_C4 Manufacturing - Basic Metals and Metal Products,Count,Annual,Seasonally adjusted
100.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_C4 Manufacturing - Basic Metals and Metal Products,Count,Annual,Seasonally adjusted
100.7,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_C4 Manufacturing - Basic Metals and Metal Products,Count,Annual,Seasonally adjusted
101.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_C5 Manufacturing - Engineering and Allied Industries,Count,Annual,Seasonally adjusted
101.4,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_C5 Manufacturing - Engineering and Allied Industries,Count,Annual,Seasonally adjusted
100.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_C5 Manufacturing - Engineering and Allied Industries,Count,Annual,Seasonally adjusted
100.7,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_C5 Manufacturing - Engineering and Allied Industries,Count,Annual,Seasonally adjusted
100.7,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_C6 Other Manufacturing,Count,Annual,Seasonally adjusted
99.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_C6 Other Manufacturing,Count,Annual,Seasonally adjusted
103.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_C6 Other Manufacturing,Count,Annual,Seasonally adjusted
100.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_C6 Other Manufacturing,Count,Annual,Seasonally adjusted
98.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,"ILCH_D&E Electricity, Gas and Water Supply",Count,Annual,Seasonally adjusted
99.1,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,"ILCH_D&E Electricity, Gas and Water Supply",Count,Annual,Seasonally adjusted
100.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,"ILCH_D&E Electricity, Gas and Water Supply",Count,Annual,Seasonally adjusted
99.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"ILCH_D&E Electricity, Gas and Water Supply",Count,Annual,Seasonally adjusted
100.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_F Construction,Count,Annual,Seasonally adjusted
101.1,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_F Construction,Count,Annual,Seasonally adjusted
101,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_F Construction,Count,Annual,Seasonally adjusted
100.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_F Construction,Count,Annual,Seasonally adjusted
101.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_G46 Wholesale Trade,Count,Annual,Seasonally adjusted
101.7,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_G46 Wholesale Trade,Count,Annual,Seasonally adjusted
101.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_G46 Wholesale Trade,Count,Annual,Seasonally adjusted
101.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_G46 Wholesale Trade,Count,Annual,Seasonally adjusted
102,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_G45&G47 Retail Trade and Repairs,Count,Annual,Seasonally adjusted
101.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_G45&G47 Retail Trade and Repairs,Count,Annual,Seasonally adjusted
102.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_G45&G47 Retail Trade and Repairs,Count,Annual,Seasonally adjusted
101.7,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_G45&G47 Retail Trade and Repairs,Count,Annual,Seasonally adjusted
100.4,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_H Transport and Storage,Count,Annual,Seasonally adjusted
100.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_H Transport and Storage,Count,Annual,Seasonally adjusted
101.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_H Transport and Storage,Count,Annual,Seasonally adjusted
100.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_H Transport and Storage,Count,Annual,Seasonally adjusted
101.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_I Accommodation and Food Service Activities,Count,Annual,Seasonally adjusted
100.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_I Accommodation and Food Service Activities,Count,Annual,Seasonally adjusted
106.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_I Accommodation and Food Service Activities,Count,Annual,Seasonally adjusted
101.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_I Accommodation and Food Service Activities,Count,Annual,Seasonally adjusted
103.7,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_J Information and Communication,Count,Annual,Seasonally adjusted
103.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_J Information and Communication,Count,Annual,Seasonally adjusted
103.4,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_J Information and Communication,Count,Annual,Seasonally adjusted
101.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_J Information and Communication,Count,Annual,Seasonally adjusted
103.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_K Financial & Insurance Activities,Count,Annual,Seasonally adjusted
102.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_K Financial & Insurance Activities,Count,Annual,Seasonally adjusted
106.4,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_K Financial & Insurance Activities,Count,Annual,Seasonally adjusted
100.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_K Financial & Insurance Activities,Count,Annual,Seasonally adjusted
102.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_L Real Estate Activities,Count,Annual,Seasonally adjusted
102.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_L Real Estate Activities,Count,Annual,Seasonally adjusted
99.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_L Real Estate Activities,Count,Annual,Seasonally adjusted
100.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_L Real Estate Activities,Count,Annual,Seasonally adjusted
101.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,"ILCH_M Professional, Scientific & Technical Activities",Count,Annual,Seasonally adjusted
101.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,"ILCH_M Professional, Scientific & Technical Activities",Count,Annual,Seasonally adjusted
100.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,"ILCH_M Professional, Scientific & Technical Activities",Count,Annual,Seasonally adjusted
101,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"ILCH_M Professional, Scientific & Technical Activities",Count,Annual,Seasonally adjusted
101.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_N Administrative and Support Service Activities,Count,Annual,Seasonally adjusted
101.8,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_N Administrative and Support Service Activities,Count,Annual,Seasonally adjusted
101.5,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_N Administrative and Support Service Activities,Count,Annual,Seasonally adjusted
101.3,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_N Administrative and Support Service Activities,Count,Annual,Seasonally adjusted
100,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_O Public Administration,Count,Annual,Seasonally adjusted
100.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_O Public Administration,Count,Annual,Seasonally adjusted
97,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_O Public Administration,Count,Annual,Seasonally adjusted
100.1,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_O Public Administration,Count,Annual,Seasonally adjusted
100.4,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_P Education,Count,Annual,Seasonally adjusted
100,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_P Education,Count,Annual,Seasonally adjusted
100.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_P Education,Count,Annual,Seasonally adjusted
100.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_P Education,Count,Annual,Seasonally adjusted
100.2,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour,ILCH_Q Health and Social Work,Count,Annual,Seasonally adjusted
100.6,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Wage Costs per Hour,ILCH_Q Health and Social Work,Count,Annual,Seasonally adjusted
96.9,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Other Costs per Hour,ILCH_Q Health and Social Work,Count,Annual,Seasonally adjusted
100.4,,People,index,,1,Indices,UK,2000 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,ILCH_Q Health and Social Work,Count,Annual,Seasonally adjusted
